lca_case_employer_name,total_workers
"LUMINUS MANAGEMENT, LLC",2.0
SAIANATECHNOLOGIES INC,2.0
INTEGRATED MANAGEMENT SYSTEMS INC.,2.0
INTEGRAL DEVELOPMENT CORPORATION,2.0
"INTEGRAL AD SCIENCE, INC.",2.0
LUXEMBOURG DAYAN LLC,2.0
LUXURY OPTICAL HOLDINGS,2.0
"LVMH MOET HENNESSY LOUIS VUITTON, INC.",2.0
PROTEIN INC,2.0
LYONS PRESENTATIONS INC,2.0
LYXOR ASSET MANAGEMENT INC.,2.0
INSTRUMENTAL SERVICES INC.,2.0
"MAISON MARQUES & DOMAINES USA, INC.",2.0
MAKE-UP ART COSMETICS INC.,2.0
"MARTIN FLYER JEWELRY, LLC",2.0
PRIME RESEARCH LP,2.0
"INFOBUILDERS, INC.",2.0
MARCO POLO SECURITIES INC.,2.0
MARCUM BERNSTEIN & PINCHUK LLP,2.0
PRIORITY MERCHANTS INC,2.0
INDUSTRY FUNDS MANAGEMENT (US) LLC,2.0
MARIBEL'S SWEETS INC.,2.0
"MARINER INVESTMENT GROUP, LLC",2.0
PRINCE STREET CAPITAL MANAGEMENT LLC.,2.0
PRINCE HALL COLONIAL PARK DCC,2.0
MARKET DATA SERVICES LIMITED,2.0
INDUSTRIAL BANK OF KOREA,2.0
MARKET ORGANIZATION INC.,2.0
SARANSH INC,2.0
INDUCTIS LLC,2.0
MAKEABLE LLC,2.0
"MARKETSHARE PARTNERS, LLC",2.0
INDOTRONIX INTERNATIONAL CORPORATION,2.0
INDO WELSH COMPANY INC.,2.0
"INDIRA CESARINE, INC.",2.0
"PRIMARY CAPITAL, LLC",2.0
SARAYU CONSULTANTS INC,2.0
MARONEY O'CONNOR LLP,2.0
INDIGO JEWELRY INC.,2.0
INDEPENDENT PROFESSIONAL SERVICES INC.,2.0
SAS INSTITUTE INC.,2.0
INCAPTURE INVESTMENTS LLC,2.0
SATURDAYS SURF LLC,2.0
"MARSHALL & STEVENS, INC.",2.0
"MARCHON EYEWEAR, INC.",2.0
PRIVCAP LLC,2.0
MARCELLA USA LTD.,2.0
"MARCATEL INTERNATIONAL, LLC",2.0
PROHEALTH & FITNESS PT OT PLLC,2.0
"PROGRAM PLANNING PROFESSIONALS, INC.",2.0
"MALLIN & CHA, PC",2.0
"INITIATIVE MEDIA, LLC",2.0
MANDARIN SEEDS LLC,2.0
"INFOWAVE SYSTEMS, INC",2.0
MANDOYO INC,2.0
INFOVISION DATA MANAGEMENT INC,2.0
INFOTECH SOLUTIONS FOR BUSINESS INC.,2.0
SANDERS ORTOLI VAUGHN-FLAM ROSENSTADT LLP,2.0
PROFESSIONAL BUSINESS COLLEGE,2.0
MANHATTAN CHARTER SCHOOL,2.0
"SANPRO TECHNOLOGIES, INC",2.0
SANRASOFT INC,2.0
"INFORMATION BUILDERS, INC.",2.0
MANHATTAN HIGH SCHOOL FOR GIRLS,2.0
"PRODIGY TECHNOLOGIES, INC.",2.0
"INFOR (US), INC.",2.0
PRODIGY NETWORK MIAMI LLC,2.0
"MANHATTAN WELLNESS MEDICAL CARE, PLLC",2.0
INFOMATICS CORP,2.0
MANHATTAN YACHT CLUB INC.,2.0
"MANSUETO VENTURES, LLC",2.0
"MAPR TECHNOLOGIES, INC.",2.0
PRO UNLIMITED GLOBAL SOLUTIONS,2.0
"INFOGIX, INC.",2.0
INFOGEN SOFTWARE INC.,2.0
GFINET INC.,2.0
ST. JOHN'S UNIVERSITY,2.0
"SOLAS CAPITAL MANAGEMENT, LLC",2.0
DACHENG LAW OFFICES LLP,2.0
AUGUST VENTURES LLC,2.0
THE BRICK CHURCH SCHOOL,2.0
DAILYGOBBLE INC.,2.0
DAIMARU MATSUZAKAYA DEPARTMENT STORES CO LTD.,2.0
"DALET DIGITAL MEDIA SYSTEMS USA, INC.",2.0
"THE BARBARIAN GROUP, LLC",2.0
THE BARBARIAN GROUP LLC,2.0
"DANNY FORSTER, INC.",2.0
"DANOS ASSOCIATES US, INC.",2.0
THE ATRIUM TRADING GROUP INC,2.0
"ATYPON SYSTEMS, INC.",2.0
"DARON FASHIONS, INC.",2.0
ATTUNE CONSULTING USA INC.,2.0
"VIEW THE SPACE, INC.",2.0
VILLAGE PHARMACY CORP,2.0
"AUROPRO SYSTEMS, INC",2.0
"DABROES MANAGEMENT, LP",2.0
"CUBICLES, INC.",2.0
THE BSST SOFTWARE GROUP D/B/A THE BOSTON GROUP,2.0
CURVE I.D. INC.,2.0
AVENUES INTERNATIONAL INC.,2.0
"AVENUE CAPITAL MANAGEMENT II, L.P.",2.0
CUSHNIE ET OCHS,2.0
CUTLER SOHO LLC,2.0
CUTONE & COMPANY CONSULTANTS LLC,2.0
AVANSYS INC,2.0
THE CHARLES GROUP NYC INC.,2.0
CYMA SYSTEMS INC,2.0
AUTOMOTIVEMASTERMIND LLC,2.0
"CYRUS CAPITAL PARTNERS, L.P.",2.0
CYRUS JM CORPORATION,2.0
AUTOMATED SECURITIES CLEARANCE LLC,2.0
"D FORM A, LLC",2.0
AUTHENTIC BRANDS GROUP LLC,2.0
ATMOSPHERE INTERACTIVE INC.,2.0
"ATLAS COMMUNICATIONS TECHNOLOGY, INC.",2.0
"THE AMERICAN COALITION AGAINST NUCLEAR IRAN, INC.",2.0
"THE ADVERTISING COUNCIL, INC.",2.0
"ASINARI BENTLEY, LLC",2.0
TERRENCE O'NEAL ARCHITECT LLC,2.0
"DBRS, INC.",2.0
DDG PARTNERS LLC,2.0
"ASHCAN STUDIO OF ART, INC.",2.0
TERRAIN-NYC LANDSCAPE ARCHITECTURE+CONSTRUCTED ECO,2.0
ASC GROUP LTD.,2.0
"TERADATA OPERATIONS, INC.",2.0
"VIVAKI, INC.",2.0
DEEMSYS INC,2.0
DEEPGREEN RESOURCES LLC,2.0
VIZEUM INC.,2.0
TENEO HOLDINGS LLC,2.0
TENDER TOUCH REHAB SERVICES LLC,2.0
"DEHENG CHEN, LLC",2.0
"VISHAL ENTERPRISES, INC.",2.0
"DAYNINE CONSULTING, INC.",2.0
ASPECTUS PR,2.0
"VIRGO, INC.",2.0
DATAMETRICS SOFTWARE SYSTEMS INC,2.0
"DATAMINR, INC.",2.0
DATARICH MANAGEMENT SYSTEMS LTD,2.0
"THAT'S NICE, LLC",2.0
THAT'S NICE LLC,2.0
THAPOVAN INFO SYSTEMS INC.,2.0
VIRTU FINANCIAL OPERATING LLC,2.0
"DAVIES & ASSOCIATE, LLP",2.0
TH OUTDOOR & EVENTS LLC,2.0
"VIRTU FINANCIAL OPERATING, LLC",2.0
VIRTUOSA GLOBAL SOLUTIONS LLC,2.0
"DAVID5, LLC",2.0
"ASSOCIATED FOREIGN EXCHANGE, INC.",2.0
"ASSET INVENTORIES, INC.",2.0
AVIGHNA GLOBAL SOLUTIONS LLC,2.0
"CTR SOLUTION, INC",2.0
"VMWARE, INC.",2.0
"VAULT SPORTSWEAR, INC.",2.0
COUGAR SOFTWARE INC,2.0
"BANK OF CHINA, NEW YORK OFFICE",2.0
VAULT49 LLC,2.0
BANCO DEL ESTADO DE CHILE,2.0
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",2.0
BANCA IMI SECURITIES CORP.,2.0
CPL DISTRIBUTED GENERATION GROUP INC.,2.0
CPL METERING GROUP INC.,2.0
BALL BAKER LEAKE LLC,2.0
"BALESTRIERE, FARIELLO, & ABRAMS LLP",2.0
"VECTOR SYSTEMS, INC.",2.0
THE GLOBAL HUNGER PROJECT,2.0
THE GLOBAL ALLIANCE FOR TB DRUG DEVELOPMENT INC.,2.0
VEDDER PRICE P.C.,2.0
"BAKER TILLY VIRCHOW KRAUSE, LLP",2.0
COTY INC,2.0
"COSMOLEDO, LLC",2.0
AVNET INC,2.0
THE INSTITUTE FOR FAMILY HEALTH,2.0
COOKFOX ARCHITECTS LLP,2.0
BARST MUKAMAL & KLEINER LLP,2.0
THE LAW OFFICES OF MICHAEL G. DOWD,2.0
BARROWS NORTH AMERICA INC,2.0
BARON & BARON ADVERTISING INC,2.0
"VANTAGE COMMODITIES FINANCIAL SERVICES, LLC",2.0
"BARKBOX, INC.",2.0
THE JEWISH COMMUNITY CENTER IN MANHATTAN INC.,2.0
BARCLAYS CAPITAL ENERGY INC.,2.0
CORNICK GARBER & SANDLER LLP,2.0
"CORPORATE COMPUTER SOLUTIONS, LLC",2.0
THE INVUS GROUP LLC,2.0
VAUDEVILLE VENTURES LLC,2.0
COSFIBEL INC,2.0
"BANK OF TAIWAN, NEW YORK BRANCH",2.0
THE FUTURO MEDIA GROUP,2.0
BAKER BOTTS LLP,2.0
"CRAIN COMMUNICATIONS, INC.",2.0
VEEJAY ASSOCIATES INC.,2.0
"THE DINEX GROUP, LLC",2.0
"CROSSMEDIA, INC.",2.0
"CROSSVIEW, INC.",2.0
"AXON SOLUTIONS, INC.",2.0
"AXISPOINT, INC.",2.0
"AXIOM SOFTWARE LABORATORIES, INC",2.0
AXIOM GLOBAL INC.,2.0
THE DERMATOLOGY AND PLASTIC SURGERY GROUP,2.0
THE DAILY BEAST CO. LLC,2.0
"CRYPTOS GLOBAL INVESTMENTS, LLC",2.0
THE CORPORATE AGENDA LLC,2.0
CT CORPORATION SYSTEM,2.0
AVROKO HOSPITALITY GROUP INC,2.0
CT CORPORATION SYSTEMS,2.0
AVO CONSTRUCTION LLC,2.0
CROSS PIXEL MEDIA INC.,2.0
THE DOCUMENTARY GROUP LLC,2.0
AXON US CORP.,2.0
CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK FORM,2.0
"CRC ENGINEERING, P.C.",2.0
VENDOME EXHIBITS CORP.,2.0
"CREATIVE LOGISTIC SERVICES, LLC.",2.0
"CREATIVE SOLUTIONS SERVICES, LLC.",2.0
VENNSYS LLC,2.0
THE EXPERIENCE LLC,2.0
VENSOFT LLC,2.0
AYLA TRADING LLC,2.0
"CREDITSIGHTS, INC.",2.0
"VENUENEXT, INC.",2.0
CREO DENT PROSTHETICS LTD,2.0
CRESCENDO TECH INC.,2.0
CRISIS ACTION LTD,2.0
B A F MANAGEMENT LP,2.0
DEJA BLEU LLC,2.0
ARNOLD WORLDWIDE LLC,2.0
AMEX CARD SERVICES COMPANY,2.0
"AON RISK SERVICES NORTHEAST, INC.",2.0
"WATER ISLAND CAPITAL, LLC",2.0
DVF STUDIO LLC,2.0
DVR SOFTEK INC,2.0
AOL ADVERTISING INC,2.0
"TALLY TAYLOR, INC.",2.0
"ANVETA, INC.",2.0
DYNAMIC CONSULTING LLC,2.0
DYNAMIC ITSOLUTIONS INC.,2.0
WAYFARE ENTERTAINMENT VENTURES LLC,2.0
"WCMG, LLC",2.0
"E COMPUTER TECHNOLOGIES,INC",2.0
E*TRADE SECURITIES LLC,2.0
TAKARA MEDIA INC,2.0
"ANGELO, GORDON & CO., L.P.",2.0
"WEARABLE EXPERIMENTS, LLC",2.0
DUTESCO ART INC.,2.0
"AON RISK SERVICES, INC. OF MARYLAND",2.0
TB GALLERY LLC,2.0
"WASHINGTON HEIGHTS CORNER PROJECT, INC",2.0
APPIAN CORPORATION,2.0
"TAX TECHNOLOGIES, INC",2.0
"WARBURG PINCUS, LLC",2.0
APOLLO GLOBAL MANAGEMENT LLC,2.0
"TAVANT TECHNOLOGIES, INC.",2.0
"DOW JONES & COMPANY, INC.",2.0
TATA AMERICA INTERNATIONAL CORPORATION,2.0
WARNER ELEKTRA ATLANTIC CORP.,2.0
DRAMAFEVER CORPORATION,2.0
"APMEX, INC.",2.0
TAPAD INC.,2.0
APEX BULK CARRIERS LLC,2.0
"DRW HOLDINGS, LLC",2.0
DUCE CONSTRUCTION CORPORATION,2.0
APAX PARTNERS LP,2.0
E-LO SPORTSWEAR LLC,2.0
"E.J STERLING, LLC",2.0
"ANDREW MIKHAEL ARCHITECT, LLC",2.0
EAGLE SHIPPING INTERNATIONAL (USA) LLC,2.0
"AMZUR TECHNOLOGIES, INC.",2.0
"ECLARO INTERNATIONAL, INC",2.0
WELLCASTER INC.,2.0
ECOM SOLUTIONS INC,2.0
SYNOWLEDGE LLC,2.0
SYNETRE LLC,2.0
AMMANN & WHITNEY,2.0
ED&F MAN CAPITAL MARKETS INC,2.0
SYNERGY INTEGRATION INC.,2.0
SYNERGY GLOBAL TECHNOLOGIES INC.,2.0
AMITY ADVISERS LLC,2.0
SYNERGY & INTEGRATION INC,2.0
"SYNERGISTIC SYSTEMS, INC.",2.0
EDGEWATER TECHNOLOGY,2.0
"SYNDICATE ARCHITECTURE, PLLC",2.0
ECCELLA CORPORATION,2.0
"ECALIX, INC",2.0
EC1 PARTNERS INC,2.0
WEEKLY BUSINESS NEWS CORPORATION,2.0
TABLET INC.,2.0
"EAGLEWOOD CAPITAL MANAGEMENT, LLC",2.0
"EAST FLUSHING PHYSICAL THERAPY, P.C.",2.0
WEDNESDAY NEW YORK LLC,2.0
"ANDREA AND CHARLES BRONFMAN PHILANTHROPIES, INC.",2.0
"EASTERN COMPREHENSIVE MEDICAL SERVICES, P.C.",2.0
WEIL GOTSHAL & MANGES LLP,2.0
SYSTEC INTERNATIONAL INC,2.0
ANALYTICS MEDIA GROUP LLC,2.0
EASTMARK REALTY LLC,2.0
"SYSTEMATIC ALPHA MANAGEMENT, LLC",2.0
EAT HERE NOT THERE LLC,2.0
EATON & VAN WINKLE LLP,2.0
"EBH ENTERPRISES, INC.",2.0
TAYLOR JAMES LTD,2.0
"DON NYC, INC.",2.0
"VNC COMMUNICATIONS, INC. D/B/A PERFORMICS",2.0
"CADD EDGE, INC.",2.0
ARGUS INFORMATION & ADVISORY SERVICES LLC,2.0
DEUTSCHE BANK AG,2.0
ARGUS COMMUNITY INC.,2.0
VOYA INVESTMENT MANAGEMENT LLC,2.0
DEUTSCHE BANK TRUST COMPANY AMERICAS,2.0
DEUTSCHE INVESTMENT MANAGEMENT AMERICAS INC.,2.0
DEVANLAY US INC.,2.0
"VSOFT INFOWARE, INC",2.0
"DEVELOPMENT DIMENSIONS INTERNATIONAL, INC.",2.0
ARES OPERATIONS LLC,2.0
DEVI TECHNOLOGIES LLC,2.0
"ARENSON OFFICE FURNISHINGS, INC.",2.0
"DEW SOFTWARE, INC.",2.0
"DEWAN & ASSOCIATES, PLLC",2.0
DEWBERRY,2.0
DEUTSCH INC.,2.0
"DESIGN TRUST FOR PUBLIC SPACE, INC.",2.0
"APPLIED INFORMATICS, INC.",2.0
DESIGN EFFECT INC.,2.0
DELIVERY.COM LLC,2.0
"TENAZX, INC.",2.0
"VOCATIV, LLC",2.0
"ARJAY TELECOMMUNICATIONS, INC.",2.0
"VODAFONE US, INC.",2.0
"VOLUMECOCOMO APPAREL, INC",2.0
TELLIGEN TECH INC.,2.0
TELCOMERCHANTS LLC,2.0
DENTONS US LLP,2.0
TEKWISSEN LLC,2.0
"TEKPUNDITS, INC.",2.0
"VOXY, INC.",2.0
DEREX TECHNOLOGIES INC,2.0
"DEREX TECHNOLOGIES, INC",2.0
DESAI CHIA ARCHITECTURE P.C.,2.0
TECHWAVE CONSULTING INC,2.0
"DFG INVESTMENT ADVISERS, INC.",2.0
"DHD ARCHITECTURE DESIGN, PLLC.",2.0
DIAMOND PERSONNEL LLC,2.0
AR MEDIA INC.,2.0
DISTINGUISHED PROGRAMS INSURANCE BROKERAGE LLC,2.0
DLA PIPER LLP (U.S.),2.0
AQUILA FUNDAMENTAL STRATEGY PARTNERS LLC,2.0
WAKE USA LLC,2.0
TEAM TRADE USA LLC,2.0
"DM SERVICES, INC.",2.0
TEAM DETROIT INC.,2.0
"DNP AMERICA, LLC",2.0
DO SOMETHING INC.,2.0
DOCHANTSCHI INC,2.0
"TEACH FOR AMERICA, INC.",2.0
"DOLCE & GABBANA USA, INC.",2.0
DOMINION TECHNOLOGY SERVICE CORP INC.,2.0
"WALL STREET SERVICES, INC.",2.0
"DISCOVERTURE SOLUTIONS, LLC",2.0
"DISCO INTERNATIONAL, INC.",2.0
ARC INTERIOR CONSTRUCTION,2.0
TECHNICAL STRATEGIES INC,2.0
TECHNOFINA SERVICES INC,2.0
"ARCHETYPES, LLC",2.0
"ARCHEGOS CAPITAL MANAGEMENT, LLC",2.0
TECHNOCHEM CORPORATION,2.0
ARCH INSURANCE GROUP INC.,2.0
"DICE IT SOLUTIONS, LLC",2.0
DIGENNARO COMMUNICATIONS,2.0
TECHGENE SOLUTIONS LLC,2.0
DIGITAL VISION SYSTEMS INC.,2.0
"WACHTELL, LIPTON, ROSEN & KATZ",2.0
"TECHLINK, INC.",2.0
DIMASSIMO INC.,2.0
"ARCADIS U.S., INC",2.0
DINOSAUR SECURITIES LLC,2.0
VALINOR MANAGEMENT LLC,2.0
VALENTINE REMUSAT INC.,2.0
"CONVERSANT, INC.",2.0
CHACE RESTAURANT GROUP INC,2.0
"BRIGHT POWER, INC.",2.0
BRIDGER CONWAY LLC,2.0
BRIDESVIEW INC,2.0
TWO BIKES LLC,2.0
TWO CREEKS CAPITAL MANAGEMENT LP,2.0
"TMS MEDICAL ASSOCIATES OF NY, PLLC",2.0
TWO ROADS SOFTWARE LLC,2.0
"BREGAL ENERGY, INC.",2.0
"BREAN CAPITAL, LLC",2.0
CHANGO USA INC.,2.0
TWO WORLD ARTS GROUP LLC,2.0
"BRANDSTON PARTNERSHIP, INC.",2.0
TWO95 INTERNATIONAL INC.,2.0
"CHARDAN CAPITAL MARKETS, LLC",2.0
"U-PRODUCTIONS, INC.",2.0
BRIGHT STAR DIAMOND USA INC.,2.0
"CH2M HILL ENGINEERS, INC.",2.0
TUDOR INVESTMENT CORPORATION,2.0
"CGL MANAGEMENT SERVICES, LLC",2.0
"CELTRA, INC.",2.0
CENTER FOR ALTERNATIVE SENTENCING AND EMPLOYMENT S,2.0
"CENTERBRIDGE PARTNERS, L.P.",2.0
"CENTERVIEW PARTNERS, LLC",2.0
TORY BURCH LLC,2.0
TURKISH CULTURAL CENTER,2.0
BROKERAGE & MANAGEMENT CORP.,2.0
CENTRE FOR KHMER STUDIES,2.0
TOPPAN VITE (NEW YORK) INC.,2.0
BROADWAY TECHNOLOGY LLC,2.0
CERBERUS CAPITAL MANAGEMENT L.P.,2.0
"CERBERUS CAPITAL MANAGEMENT, L.P.",2.0
TURNER & TOWNSEND FERZAN ROBBINS,2.0
TOP DEAL NY INC,2.0
"BRIGHTWIRE, INC.",2.0
CHARITY GLOBAL INC,2.0
U.S RILIN CORP,2.0
TITANIUM MARKETING INC,2.0
"BRAND LEARNING, INC.",2.0
BOROUGH OF MANHATTAN COMMUNITY COLLEGE,2.0
"UHY ADVISORS NY, INC.",2.0
TILLOTSON DESIGN ASSOCIATES INC.,2.0
BOOZ ALLEN HAMILTON INC.,2.0
CHIMERA SECURITIES LLC,2.0
CHINA CITIC BANK INTERNATIONAL LTD. NY BRANCH,2.0
CHINA DAILY DISTRIBUTION CORPORATION,2.0
"UMG RECORDINGS, INC.",2.0
CHINA INSTITUTE IN AMERICA,2.0
CHINA INSTITUTE IN AMERICA INCORPORATED,2.0
CHINA TELECOM (AMERICAS) CORPORATION,2.0
CHINESE AMERICAN BUSINESS DEVELOPMENT CENTER,2.0
"BODHTREE SOLUTIONS,INC",2.0
CHINESE CUBES (USA) INC.,2.0
"TIGER GLOBAL MANAGEMENT, LLC",2.0
BOUCHER & CO. LLC,2.0
"BOXBEE, INC.",2.0
CHIA USA LLC,2.0
TINY PLANET INC,2.0
CHARLIE ROSE INC.,2.0
"CHARLOTTE WORTHY ARCHITECTS, LLC",2.0
BRAND CONNECTIONS LLC,2.0
"U.S. JAPAN PUBLICATION N.Y., INC.",2.0
U.S. NEWS & WORLD REPORT,2.0
"CHATEAU INTERNATIONAL, INC.",2.0
UBE AMERICA INC.,2.0
CHI AMERICA PARTNERS INC.,2.0
"BR GUEST HOLDINGS,LLC",2.0
"CHELSEA HOSPITALITY PARTNERS, LLC",2.0
"BPCM NYC, LTD.",2.0
CHEUNG KONG GRADUATE SCHOOL OF BUSINESS (NORTH AME,2.0
"UBIQUITI NETWORKS, INC.",2.0
TIME OUT AMERICA LLC,2.0
CELTRA INC.,2.0
BROWN BROTHERS HARRIMAN & CO.,2.0
CONVERGENCE POINT MEDIA LLC,2.0
"TRN SYSTEMS, INC",2.0
"TRN SYSTEMS, INC.",2.0
TRIANZ CONSULTING INC.,2.0
BYTEMARK INC.,2.0
CAPGEMINI US LLC,2.0
BYTELOGICS INC,2.0
TROLLBACK + COMPANY,2.0
"TROY INTERNATIONAL, INC.",2.0
"TRENDALYTICS INNOVATION LABS, INC.",2.0
"CAPSQUARE SYSTEMS, INC",2.0
"CARDFLIGHT, INC.",2.0
"CARDINAL HEALTH, INC.",2.0
"TREBBIANNO, LLC",2.0
CAREY ASSET MANAGEMENT CORP.,2.0
"TRAXYS NORTH AMERICA, LLC",2.0
CARNEGIE HALL CORPORATION,2.0
B_SPACE LLC,2.0
TRICON INFOTECH PRIVATE LIMITED,2.0
"CELERITY IT, LLC",2.0
"CANNON DESIGN, INC.",2.0
"TRIPFILMS, LLC.",2.0
"TRINITY PLACE DEPARTMENT STORE, LE BUNNYS 61 LLC",2.0
TRIPLAY INC.,2.0
CAFFEBENE INC.,2.0
CABIN,2.0
TRINET HR CORPORATION,2.0
"CALI COSMETICS, INC.",2.0
"TRINE ASPECTS, LTD.",2.0
CALLIDUS SOFTWARE INC.,2.0
C. WONDER LLC,2.0
C&M GENERAL CONTRACTING INC.,2.0
"CAMBRIDGE SYSTEMATICS, INC.",2.0
"CANADA, LLC",2.0
CANADIAN IMPERIAL BANK OF COMMERCE,2.0
C AND M MEDIA LTD,2.0
"TRUMAC, INC.",2.0
"CARNIVAL, INC.",2.0
TRAVELZOO INC.,2.0
"CAROLINA HERRERA, LTD.",2.0
BUILDING BLOK LLC,2.0
"CBS INTERACTIVE, INC.",2.0
BUENA VISTA THEATRICAL GROUP LTD.,2.0
"TR APPAREL, LLC",2.0
"TSR CONSULTING SERVICES, INC",2.0
TTI OF USA INC.,2.0
"BTS USA, INC.",2.0
BTQ FINANCIAL,2.0
"BT TRADING GROUP, LLC",2.0
"CDR STUDIO ARCHITECTS, PC",2.0
"CEDARCRESTONE, INC.",2.0
"TOWERS WATSON PENNSYLVANIA, INC.",2.0
BRUCE SHAW LLC,2.0
"BRUCE S. BRICKMAN & ASSOCIATES, INC.",2.0
BROWN BROTHERS HARRIMAN &AMP; CO.,2.0
CBM LIMITED,2.0
TS TECHNO SERVICE INC.,2.0
CBD ENERGY USA LIMITED,2.0
"BUNGE GLOBAL MARKETS, INC.",2.0
TRAVELCLICK INC,2.0
BUSINESS INSIDER,2.0
TRUSTED INSIGHT INC,2.0
CASEWORKS ARCHITECT PLLC,2.0
TRANSYSTEMS CORPORATION,2.0
CASTLE HARLAN INC,2.0
CATALYST INC.,2.0
"CB INFORMATION SERVICES, INC.",2.0
"CATCH 24 ADVERTISING & DESIGN, INC",2.0
BULTHAUP CORPORATION,2.0
CATHAY HOME INC.,2.0
CATHOLIC CHARITIES COMMUNITY SERVICES- ARCHDIOCESE,2.0
"TRAIANA, INC.",2.0
CAXTON ASSOCIATES LP,2.0
TIFFANY AND COMPANY,2.0
"TIBURON CAPITAL MANAGEMENT, LLC",2.0
CHRIST CHURCH NEW YORK CITY,2.0
"COLUMBUS ADVISORY GROUP, LTD",2.0
"BHATIA & ASSOCIATES, PLLC",2.0
"COMETRICS PARTNERS, LLC",2.0
COMMISSION OF THE CHURCHES ON INTERNATIONAL AFFAIR,2.0
"THE R. SHAWN MCBRIDE LAW OFFICE, P.L.L.C.",2.0
"COMMONWEALTH BANK OF AUSTRALIA, NEW YORK BRANCH",2.0
COMMUNICATION EXPERTS INC.,2.0
"THE PR NET, LLC",2.0
"THE POPULATION COUNCIL, INC.",2.0
"THE PNC FINANCIAL SERVICES GROUP, INC.",2.0
"THE PIACENTE GROUP, INC.",2.0
BETWEEN TAKES LLC,2.0
COMPASS GROUP USA INC.,2.0
"COMPASS LEXECON, LLC",2.0
"URL SYSTEMS, INC.",2.0
COMPASS NUTRITION LLC,2.0
COMCENTRIC INC.,2.0
"BHT ELECTRONICS PURCHASING, INC",2.0
CHRISTIAN CITY CHURCH MANHATTAN INC,2.0
"URBAN OUTFITTERS, INC.",2.0
COLETTE MALOUF INC.,2.0
THE SAPLING FOUNDATION,2.0
COLLABERA INC.; PREVIOUSLY KNOWN AS GCI,2.0
THE SALVATION ARMY,2.0
"UPSPRING PR, INC.",2.0
"THE ROYAL PROMOTION GROUP, INC.",2.0
"COLLECTION XIIX, LTD",2.0
"COLLECTION XIIX, LTD.",2.0
"THE ROSEN LAW FIRM, P.A.",2.0
THE ROCKEFELLER FOUNDATION,2.0
"COLOMER USA, INC.",2.0
"URBAN COMPASS, INC.",2.0
THE RIGHT EYE INC,2.0
THE REWARD CO.,2.0
"URBAN GREEN ENERGY, INC.",2.0
BERNHARDT RENOVATION INC.,2.0
THE OGILVY GROUP LLC - OGILVY & MATHER,2.0
THE OGILVY GROUP LLC,2.0
COMPRO SERVICES INC,2.0
VAI UWS LLC,2.0
"CONNOR GROUP, LLC",2.0
"CONSTANT CONTACT, INC.",2.0
"THE MILLENNIUM PROMISE ALLIANCE, INC.",2.0
"CONSTELLATION CAPITAL MANAGEMENT, LLC",2.0
BC PARTNERS INC.,2.0
CONSTRATUS LLC,2.0
"BBVA SECURITIES, INC.",2.0
CONTINENTAL GRAIN COMPANY,2.0
CONTINENTAL STOCK TRANSFER AND TRUST CO,2.0
"BBC WORLDWIDE AMERICAS, INC.",2.0
"VALEESOFT, LLC",2.0
"THE MATLEN SILVER GROUP, INC.",2.0
"CONTOUR GLOBAL MANAGEMENT, INC",2.0
"CONTROL GROUP, INC.",2.0
THE NEW YORK ACADEMY OF MEDICINE,2.0
"CONFIDE, INC.",2.0
"CONCORDIA PARTNERSHIPS AGAINST EXTREMISM, INC.",2.0
"COMUNILIFE, INC.",2.0
COMPROBASE INC,2.0
THE OGILVY GROUP INC. - OGILVY & MATHER,2.0
THE NORINCHUKIN BANK,2.0
COMPUTER PROFESSIONAL LEARNING CENTER,2.0
"USM BUSINESS SYSTEMS, INC.",2.0
UST GLOBAL INC,2.0
"CONCEPT CAPITAL MARKETS, LLC",2.0
BCRE SERVICES LLC,2.0
UTC ASSOCIATES INC,2.0
"BELLADONNA PRODUCTIONS, INC.",2.0
"CONCEPTUALITY, LLC",2.0
V GROUP INC,2.0
CONCERN WORLDWIDE (U.S.) INC.,2.0
BDSN INTERNATIONAL INC,2.0
"COLEMAN RESEARCH GROUP, INC.",2.0
THE SEAPORT GROUP,2.0
"UNSPACE, INC.",2.0
THERAPEUTIC INSPIRATIONS,2.0
UNION SQUARE ENERGY ADVISORS LTD.,2.0
UNION THEOLOGICAL SEMINARY,2.0
CITY NATIONAL BANK,2.0
"UNIQLO GLOBAL INNOVATION CENTER, INC.",2.0
BLUE WOLF GROUP. LLC,2.0
CIVIC CAPITAL ADVISORS LLC,2.0
GFI BROKERS LLC,2.0
"BLUE WOLF GROUP, LLC",2.0
"CLARINS USA, INC.",2.0
BLUE SKY ALTERNATIVE INVESTMENTS LLC,2.0
"UNITED BANK OF AFRICA, PLC.",2.0
UNITED CEREBRAL PALSY OF NEW YORK CITY,2.0
UNITED FEDERATION OF BLACK COMMUNITY ORGANIZATIONS,2.0
BLOOMBERG POLARLAKE USA LLC,2.0
UNITED REALTY ADVISORS LP,2.0
"UNIFIED SYSTEMS, INC.",2.0
BMT INTERNATIONAL,2.0
CITIHUB INC.,2.0
THREE OCEAN PARTNERS LLC,2.0
CHURCHBOX INC.,2.0
"BOCONCEPT CHELSEA, INC.",2.0
"BNP PARIBAS INVESTMENT PARTNERS USA HOLDINGS, INC.",2.0
"THRILLIST MEDIA GROUP, INC.",2.0
THRILLIST MEDIA GROUP INC.,2.0
